"n_tested","pct_survive","mean_raw","mean_adj","mean_atten"
256,10.9375,0.137808065692449,0.145417300478863,-0.00760923478641386
256,9.765625,0.135304481459184,0.140481164026055,-0.00517668256687114
256,7.03125,0.131775688901849,0.132814176476416,-0.00103848757456722
256,4.296875,0.134071954517878,0.123144941846254,0.0109270126716238
256,12.109375,0.136466976925048,0.13678981448599,-0.000322837560941549
256,8.203125,0.13463182380353,0.141930496997629,-0.00729867319409929
256,7.03125,0.119064313437559,0.119711323977464,-0.000647010539904919
256,8.203125,0.117050782062007,0.116899267528782,0.000151514533225158
256,10.546875,0.123116901217868,0.144586186704473,-0.0214692854866049
256,5.859375,0.081547180433157,0.122961300349457,-0.0414141199162997
256,7.421875,0.116028100659376,0.130312854766997,-0.0142847541076207
256,6.25,0.126441440941193,0.134106075904775,-0.00766463496358133
256,7.8125,0.123805005005276,0.1309967746921,-0.00719176968682467
256,8.984375,0.134001600075825,0.148517193361336,-0.0145155932855105
256,5.078125,0.118641983602748,0.11374223200101,0.00489975160173887
256,7.8125,0.120309214373797,0.118213021009318,0.0020961933644793
256,4.6875,0.111095822853312,0.110439438967644,0.000656383885667683
256,4.296875,0.105479566142857,0.107999088879767,-0.00251952273690989
256,1.5625,0.0848061826282609,0.0968084399445007,-0.0120022573162398
256,3.515625,0.0993931162292695,0.0996348265641734,-0.000241710334903944
256,4.6875,0.09249987595178,0.111425206462618,-0.0189253305108383
256,4.296875,0.118612088811237,0.122533103259017,-0.00392101444777983
256,9.375,0.127008995305513,0.159916504334967,-0.0329075090294548
256,10.15625,0.128151317072589,0.146278992430861,-0.0181276753582717
256,8.59375,0.123755746038792,0.137015422541355,-0.0132596765025624
256,5.46875,0.107198153504495,0.132097275200377,-0.0248991216958825
256,8.59375,0.13628351852401,0.114510212319082,0.021773306204928
256,12.890625,0.13210027031815,0.143173945278626,-0.0110736749604756
256,8.59375,0.136768312970752,0.136967155866353,-0.000198842895601836
256,5.859375,0.10616468962739,0.117695226272242,-0.011530536644852
256,6.640625,0.123472584834739,0.114718543357872,0.00875404147686721
256,9.375,0.125514439144145,0.131513295466554,-0.00599885632240939
256,4.6875,0.118550492583102,0.12184117789951,-0.00329068531640801
256,7.8125,0.125985406413212,0.136949765416536,-0.0109643590033239
256,12.109375,0.116038892999413,0.134480538734251,-0.0184416457348384
256,4.296875,0.126554005026649,0.121146329266275,0.00540767576037476
256,10.546875,0.122292441856266,0.141730358932555,-0.0194379170762888
256,8.984375,0.120983762235075,0.12791673590792,-0.00693297367284482
256,8.984375,0.123621884684337,0.140005119013337,-0.0163832343289996
256,11.328125,0.12127702183808,0.146262819108867,-0.0249857972707869
