"n_tested","n_survive","pct_survive","mean_atten","mean_raw","mean_adj"
256,22,8.59375,0.0116164569003275,0.150820684295565,0.139204227395237
256,11,4.296875,0.0332970318344762,0.142301894429217,0.109004862594741
256,15,5.859375,0.00686791231662342,0.120339641367698,0.113471729051074
256,15,5.859375,-0.0151563440102635,0.116952729459246,0.132109073469509
256,15,5.859375,-0.0343818973132005,0.100291543537709,0.13467344085091
256,14,5.46875,0.0196326534648649,0.137501747011333,0.117869093546469
256,23,8.984375,-0.0191182459174606,0.115764209017126,0.134882454934586
256,31,12.109375,-0.0110316217396196,0.13967503199707,0.15070665373669
256,12,4.6875,0.00776389843066456,0.117419192646766,0.109655294216101
256,24,9.375,-0.00806776153176716,0.118850200048354,0.126917961580121
256,23,8.984375,-0.0253826621346983,0.125117404478921,0.150500066613619
256,16,6.25,0.0203974101044274,0.143047864107867,0.122650454003439
256,12,4.6875,0.0194610785962433,0.130344430271866,0.110883351675623
256,17,6.640625,0.0156693953223937,0.139977203880155,0.124307808557761
256,21,8.203125,0.00470169015622993,0.151554658021613,0.146852967865383
